Factor,Año,Codigo Municipio,Municipio,Tipo de Información,Nivel Académico,Valor
Matriculados,2022,25817,Tocancipá,No Oficial,Primaria,652
Matriculados,2022,25817,Tocancipá,No Oficial,Secundaria,553
Matriculados,2022,25817,Tocancipá,No Oficial,Media,213
Matriculados,2022,25817,Tocancipá,No Oficial,Total,1620
Matriculados,2022,25899,Zipaquirá,No Oficial,Prejardín-Jardín,1036
Matriculados,2022,25899,Zipaquirá,No Oficial,Transición,869
Matriculados,2022,25899,Zipaquirá,No Oficial,Primaria,4175
Matriculados,2022,25899,Zipaquirá,No Oficial,Secundaria,2866
Matriculados,2022,25899,Zipaquirá,No Oficial,Media,1018
Matriculados,2022,25899,Zipaquirá,No Oficial,Total,9964
Matriculados,2023,25126,Cajicá,Oficial,Transición,589
Matriculados,2023,25126,Cajicá,Oficial,Primaria,3383
Matriculados,2023,25126,Cajicá,Oficial,Secundaria,2800
Matriculados,2023,25126,Cajicá,Oficial,Media,1042
Matriculados,2023,25126,Cajicá,Oficial,Total,7814
Matriculados,2023,25175,Chía,Oficial,Transición,1036
Matriculados,2023,25175,Chía,Oficial,Primaria,5958
Matriculados,2023,25175,Chía,Oficial,Secundaria,5586
Matriculados,2023,25175,Chía,Oficial,Media,2102
Matriculados,2023,25175,Chía,Oficial,Total,14682
Matriculados,2023,25200,Cogua,Oficial,Transición,231
Matriculados,2023,25200,Cogua,Oficial,Primaria,1461
Matriculados,2023,25200,Cogua,Oficial,Secundaria,1289
Matriculados,2023,25200,Cogua,Oficial,Media,518
Matriculados,2023,25200,Cogua,Oficial,Total,3499
Matriculados,2023,25214,Cota,Oficial,Transición,225
Matriculados,2023,25214,Cota,Oficial,Primaria,1242
Matriculados,2023,25214,Cota,Oficial,Secundaria,1070
Matriculados,2023,25214,Cota,Oficial,Media,441
Matriculados,2023,25214,Cota,Oficial,Total,2978
Matriculados,2023,25295,Gachancipá,Oficial,Transición,219
Matriculados,2023,25295,Gachancipá,Oficial,Primaria,1258
Matriculados,2023,25295,Gachancipá,Oficial,Secundaria,923
Matriculados,2023,25295,Gachancipá,Oficial,Media,247
Matriculados,2023,25295,Gachancipá,Oficial,Total,2647
Matriculados,2023,25486,Nemocón,Oficial,Transición,199
Matriculados,2023,25486,Nemocón,Oficial,Primaria,1247
Matriculados,2023,25486,Nemocón,Oficial,Secundaria,971
Matriculados,2023,25486,Nemocón,Oficial,Media,270
Matriculados,2023,25486,Nemocón,Oficial,Total,2687
Matriculados,2023,25758,Sopó,Oficial,Transición,223
Matriculados,2023,25758,Sopó,Oficial,Primaria,1274
Matriculados,2023,25758,Sopó,Oficial,Secundaria,1451
Matriculados,2023,25758,Sopó,Oficial,Media,552
Matriculados,2023,25758,Sopó,Oficial,Total,3500
Matriculados,2023,25785,Tabio,Oficial,Transición,208
Matriculados,2023,25785,Tabio,Oficial,Primaria,1257
Matriculados,2023,25785,Tabio,Oficial,Secundaria,1092
Matriculados,2023,25785,Tabio,Oficial,Media,400
Matriculados,2023,25785,Tabio,Oficial,Total,2957
Matriculados,2023,25799,Tenjo,Oficial,Transición,217
Matriculados,2023,25799,Tenjo,Oficial,Primaria,1255
Matriculados,2023,25799,Tenjo,Oficial,Secundaria,1111
Matriculados,2023,25799,Tenjo,Oficial,Media,423
Matriculados,2023,25799,Tenjo,Oficial,Total,3006
Matriculados,2023,25817,Tocancipá,Oficial,Transición,619
Matriculados,2023,25817,Tocancipá,Oficial,Primaria,3661
Matriculados,2023,25817,Tocancipá,Oficial,Secundaria,3065
Matriculados,2023,25817,Tocancipá,Oficial,Media,975
Matriculados,2023,25817,Tocancipá,Oficial,Total,8320
Matriculados,2023,25899,Zipaquirá,Oficial,Transición,1173
Matriculados,2023,25899,Zipaquirá,Oficial,Primaria,6716
Matriculados,2023,25899,Zipaquirá,Oficial,Secundaria,6207
Matriculados,2023,25899,Zipaquirá,Oficial,Media,1927
Matriculados,2023,25899,Zipaquirá,Oficial,Total,16023
Matriculados,2023,25126,Cajicá,No Oficial,Prejardín-Jardín,657
Matriculados,2023,25126,Cajicá,No Oficial,Transición,495
Matriculados,2023,25126,Cajicá,No Oficial,Primaria,2954
Matriculados,2023,25126,Cajicá,No Oficial,Secundaria,2209
Matriculados,2023,25126,Cajicá,No Oficial,Media,995
Matriculados,2023,25126,Cajicá,No Oficial,Total,7310
Matriculados,2023,25175,Chía,No Oficial,Prejardín-Jardín,1162
Matriculados,2023,25175,Chía,No Oficial,Transición,1045
Matriculados,2023,25175,Chía,No Oficial,Primaria,5630
Matriculados,2023,25175,Chía,No Oficial,Secundaria,4930
Matriculados,2023,25175,Chía,No Oficial,Media,2288
Matriculados,2023,25175,Chía,No Oficial,Total,15055
Matriculados,2023,25200,Cogua,No Oficial,Prejardín-Jardín,36
Matriculados,2023,25200,Cogua,No Oficial,Transición,66
Matriculados,2023,25200,Cogua,No Oficial,Primaria,460
Matriculados,2023,25200,Cogua,No Oficial,Secundaria,267
Matriculados,2023,25200,Cogua,No Oficial,Media,138
Matriculados,2023,25200,Cogua,No Oficial,Total,967
Matriculados,2023,25214,Cota,No Oficial,Prejardín-Jardín,510
Matriculados,2023,25214,Cota,No Oficial,Transición,483
Matriculados,2023,25214,Cota,No Oficial,Primaria,4227
Matriculados,2023,25214,Cota,No Oficial,Secundaria,3946
Matriculados,2023,25214,Cota,No Oficial,Media,1629
Matriculados,2023,25214,Cota,No Oficial,Total,10795
Matriculados,2023,25295,Gachancipá,No Oficial,Prejardín-Jardín,123
Matriculados,2023,25295,Gachancipá,No Oficial,Transición,189
Matriculados,2023,25295,Gachancipá,No Oficial,Primaria,654
Matriculados,2023,25295,Gachancipá,No Oficial,Secundaria,354
Matriculados,2023,25295,Gachancipá,No Oficial,Media,87
Matriculados,2023,25295,Gachancipá,No Oficial,Total,1407
Matriculados,2023,25486,Nemocón,No Oficial,Prejardín-Jardín,63
Matriculados,2023,25486,Nemocón,No Oficial,Transición,61
Matriculados,2023,25486,Nemocón,No Oficial,Primaria,312
Matriculados,2023,25486,Nemocón,No Oficial,Secundaria,235
Matriculados,2023,25486,Nemocón,No Oficial,Media,84
Matriculados,2023,25486,Nemocón,No Oficial,Total,755
Matriculados,2023,25758,Sopó,No Oficial,Prejardín-Jardín,239
Matriculados,2023,25758,Sopó,No Oficial,Transición,167
Matriculados,2023,25758,Sopó,No Oficial,Primaria,698
Matriculados,2023,25758,Sopó,No Oficial,Secundaria,531
Matriculados,2023,25758,Sopó,No Oficial,Media,201
Matriculados,2023,25758,Sopó,No Oficial,Total,1836
Matriculados,2023,25785,Tabio,No Oficial,Prejardín-Jardín,180
Matriculados,2023,25785,Tabio,No Oficial,Transición,173
Matriculados,2023,25785,Tabio,No Oficial,Primaria,734
Matriculados,2023,25785,Tabio,No Oficial,Secundaria,502
Matriculados,2023,25785,Tabio,No Oficial,Media,175
Matriculados,2023,25785,Tabio,No Oficial,Total,1764
Matriculados,2023,25799,Tenjo,No Oficial,Prejardín-Jardín,100
Matriculados,2023,25799,Tenjo,No Oficial,Transición,198
Matriculados,2023,25799,Tenjo,No Oficial,Primaria,1460
Matriculados,2023,25799,Tenjo,No Oficial,Secundaria,1356
Matriculados,2023,25799,Tenjo,No Oficial,Media,601
Matriculados,2023,25799,Tenjo,No Oficial,Total,3715
Matriculados,2023,25817,Tocancipá,No Oficial,Prejardín-Jardín,106
Matriculados,2023,25817,Tocancipá,No Oficial,Transición,118
Matriculados,2023,25817,Tocancipá,No Oficial,Primaria,699
Matriculados,2023,25817,Tocancipá,No Oficial,Secundaria,567
Matriculados,2023,25817,Tocancipá,No Oficial,Media,220
Matriculados,2023,25817,Tocancipá,No Oficial,Total,1710
Matriculados,2023,25899,Zipaquirá,No Oficial,Prejardín-Jardín,1044
Matriculados,2023,25899,Zipaquirá,No Oficial,Transición,1061
Matriculados,2023,25899,Zipaquirá,No Oficial,Primaria,4539
Matriculados,2023,25899,Zipaquirá,No Oficial,Secundaria,3038
Matriculados,2023,25899,Zipaquirá,No Oficial,Media,1066
Matriculados,2023,25899,Zipaquirá,No Oficial,Total,10748
