Factor,Año,Codigo Municipio,Municipio,Tipo de Información,Nivel Académico,Valor
Matriculados,2014,25175,Chía,No Oficial,Prejardín-Jardín,1157
Matriculados,2014,25175,Chía,No Oficial,Transición,716
Matriculados,2014,25175,Chía,No Oficial,Primaria,4653
Matriculados,2014,25175,Chía,No Oficial,Secundaria,4426
Matriculados,2014,25175,Chía,No Oficial,Media,2334
Matriculados,2014,25175,Chía,No Oficial,Total,13286
Matriculados,2014,25175,Chía,Oficial,Prejardín-Jardín,0
Matriculados,2014,25175,Chía,Oficial,Transición,872
Matriculados,2014,25175,Chía,Oficial,Primaria,5765
Matriculados,2014,25175,Chía,Oficial,Secundaria,5016
Matriculados,2014,25175,Chía,Oficial,Media,1843
Matriculados,2014,25175,Chía,Oficial,Total,13496
Matriculados,2014,25126,Cajicá,No Oficial,Prejardín-Jardín,610
Matriculados,2014,25126,Cajicá,No Oficial,Transición,397
Matriculados,2014,25126,Cajicá,No Oficial,Primaria,2043
Matriculados,2014,25126,Cajicá,No Oficial,Secundaria,1221
Matriculados,2014,25126,Cajicá,No Oficial,Media,529
Matriculados,2014,25126,Cajicá,No Oficial,Total,4800
Matriculados,2014,25200,Cogua,No Oficial,Prejardín-Jardín,59
Matriculados,2014,25200,Cogua,No Oficial,Transición,65
Matriculados,2014,25200,Cogua,No Oficial,Primaria,323
Matriculados,2014,25200,Cogua,No Oficial,Secundaria,248
Matriculados,2014,25200,Cogua,No Oficial,Media,88
Matriculados,2014,25200,Cogua,No Oficial,Total,783
Matriculados,2014,25214,Cota,No Oficial,Prejardín-Jardín,617
Matriculados,2014,25214,Cota,No Oficial,Transición,695
Matriculados,2014,25214,Cota,No Oficial,Primaria,4244
Matriculados,2014,25214,Cota,No Oficial,Secundaria,2852
Matriculados,2014,25214,Cota,No Oficial,Media,1003
Matriculados,2014,25214,Cota,No Oficial,Total,9411
Matriculados,2014,25295,Gachancipá,No Oficial,Prejardín-Jardín,71
Matriculados,2014,25295,Gachancipá,No Oficial,Transición,43
Matriculados,2014,25295,Gachancipá,No Oficial,Primaria,237
Matriculados,2014,25295,Gachancipá,No Oficial,Secundaria,103
Matriculados,2014,25295,Gachancipá,No Oficial,Media,52
Matriculados,2014,25295,Gachancipá,No Oficial,Total,506
Matriculados,2014,25486,Nemocón,No Oficial,Prejardín-Jardín,55
Matriculados,2014,25486,Nemocón,No Oficial,Transición,62
Matriculados,2014,25486,Nemocón,No Oficial,Primaria,248
Matriculados,2014,25486,Nemocón,No Oficial,Secundaria,308
Matriculados,2014,25486,Nemocón,No Oficial,Media,92
Matriculados,2014,25486,Nemocón,No Oficial,Total,765
Matriculados,2014,25758,Sopó,No Oficial,Prejardín-Jardín,294
Matriculados,2014,25758,Sopó,No Oficial,Transición,153
Matriculados,2014,25758,Sopó,No Oficial,Primaria,552
Matriculados,2014,25758,Sopó,No Oficial,Secundaria,361
Matriculados,2014,25758,Sopó,No Oficial,Media,144
Matriculados,2014,25758,Sopó,No Oficial,Total,1504
Matriculados,2014,25785,Tabio,No Oficial,Prejardín-Jardín,164
Matriculados,2014,25785,Tabio,No Oficial,Transición,109
Matriculados,2014,25785,Tabio,No Oficial,Primaria,455
Matriculados,2014,25785,Tabio,No Oficial,Secundaria,273
Matriculados,2014,25785,Tabio,No Oficial,Media,109
Matriculados,2014,25785,Tabio,No Oficial,Total,1110
Matriculados,2014,25799,Tenjo,No Oficial,Prejardín-Jardín,164
Matriculados,2014,25799,Tenjo,No Oficial,Transición,209
Matriculados,2014,25799,Tenjo,No Oficial,Primaria,1680
Matriculados,2014,25799,Tenjo,No Oficial,Secundaria,1403
Matriculados,2014,25799,Tenjo,No Oficial,Media,552
Matriculados,2014,25799,Tenjo,No Oficial,Total,4008
Matriculados,2014,25817,Tocancipá,No Oficial,Prejardín-Jardín,148
Matriculados,2014,25817,Tocancipá,No Oficial,Transición,141
Matriculados,2014,25817,Tocancipá,No Oficial,Primaria,628
Matriculados,2014,25817,Tocancipá,No Oficial,Secundaria,343
Matriculados,2014,25817,Tocancipá,No Oficial,Media,117
Matriculados,2014,25817,Tocancipá,No Oficial,Total,1377
Matriculados,2014,25126,Cajicá,Oficial,Prejardín-Jardín,0
Matriculados,2014,25126,Cajicá,Oficial,Transición,581
Matriculados,2014,25126,Cajicá,Oficial,Primaria,3337
Matriculados,2014,25126,Cajicá,Oficial,Secundaria,2976
Matriculados,2014,25126,Cajicá,Oficial,Media,990
Matriculados,2014,25126,Cajicá,Oficial,Total,7884
Matriculados,2014,25200,Cogua,Oficial,Prejardín-Jardín,0
Matriculados,2014,25200,Cogua,Oficial,Transición,248
Matriculados,2014,25200,Cogua,Oficial,Primaria,1408
Matriculados,2014,25200,Cogua,Oficial,Secundaria,1353
Matriculados,2014,25200,Cogua,Oficial,Media,451
Matriculados,2014,25200,Cogua,Oficial,Total,3460
Matriculados,2014,25214,Cota,Oficial,Prejardín-Jardín,0
Matriculados,2014,25214,Cota,Oficial,Transición,235
Matriculados,2014,25214,Cota,Oficial,Primaria,1354
Matriculados,2014,25214,Cota,Oficial,Secundaria,1274
Matriculados,2014,25214,Cota,Oficial,Media,446
Matriculados,2014,25214,Cota,Oficial,Total,3309
Matriculados,2014,25295,Gachancipá,Oficial,Prejardín-Jardín,0
Matriculados,2014,25295,Gachancipá,Oficial,Transición,169
Matriculados,2014,25295,Gachancipá,Oficial,Primaria,987
Matriculados,2014,25295,Gachancipá,Oficial,Secundaria,664
Matriculados,2014,25295,Gachancipá,Oficial,Media,207
Matriculados,2014,25295,Gachancipá,Oficial,Total,2027
Matriculados,2014,25486,Nemocón,Oficial,Prejardín-Jardín,0
Matriculados,2014,25486,Nemocón,Oficial,Transición,223
Matriculados,2014,25486,Nemocón,Oficial,Primaria,1082
Matriculados,2014,25486,Nemocón,Oficial,Secundaria,806
Matriculados,2014,25486,Nemocón,Oficial,Media,307
Matriculados,2014,25486,Nemocón,Oficial,Total,2418
Matriculados,2014,25758,Sopó,Oficial,Prejardín-Jardín,88
Matriculados,2014,25758,Sopó,Oficial,Transición,298
Matriculados,2014,25758,Sopó,Oficial,Primaria,1673
Matriculados,2014,25758,Sopó,Oficial,Secundaria,1639
Matriculados,2014,25758,Sopó,Oficial,Media,574
Matriculados,2014,25758,Sopó,Oficial,Total,4272
Matriculados,2014,25785,Tabio,Oficial,Prejardín-Jardín,0
Matriculados,2014,25785,Tabio,Oficial,Transición,178
Matriculados,2014,25785,Tabio,Oficial,Primaria,1178
Matriculados,2014,25785,Tabio,Oficial,Secundaria,1130
Matriculados,2014,25785,Tabio,Oficial,Media,385
Matriculados,2014,25785,Tabio,Oficial,Total,2871
Matriculados,2014,25799,Tenjo,Oficial,Prejardín-Jardín,0
Matriculados,2014,25799,Tenjo,Oficial,Transición,298
Matriculados,2014,25799,Tenjo,Oficial,Primaria,1406
Matriculados,2014,25799,Tenjo,Oficial,Secundaria,1186
Matriculados,2014,25799,Tenjo,Oficial,Media,377
Matriculados,2014,25799,Tenjo,Oficial,Total,3267
Matriculados,2014,25817,Tocancipá,Oficial,Prejardín-Jardín,0
Matriculados,2014,25817,Tocancipá,Oficial,Transición,545
Matriculados,2014,25817,Tocancipá,Oficial,Primaria,2867
Matriculados,2014,25817,Tocancipá,Oficial,Secundaria,2476
Matriculados,2014,25817,Tocancipá,Oficial,Media,719
Matriculados,2014,25817,Tocancipá,Oficial,Total,6607
Matriculados,2014,25899,Zipaquirá,No Oficial,Prejardín-Jardín,982
Matriculados,2014,25899,Zipaquirá,No Oficial,Transición,1005
Matriculados,2014,25899,Zipaquirá,No Oficial,Primaria,3901
Matriculados,2014,25899,Zipaquirá,No Oficial,Secundaria,2284
Matriculados,2014,25899,Zipaquirá,No Oficial,Media,770
Matriculados,2014,25899,Zipaquirá,No Oficial,Total,8942
Matriculados,2014,25899,Zipaquirá,Oficial,Prejardín-Jardín,0
Matriculados,2014,25899,Zipaquirá,Oficial,Transición,1001
Matriculados,2014,25899,Zipaquirá,Oficial,Primaria,6107
Matriculados,2014,25899,Zipaquirá,Oficial,Secundaria,6122
Matriculados,2014,25899,Zipaquirá,Oficial,Media,2260
Matriculados,2014,25899,Zipaquirá,Oficial,Total,15490
Matriculados,2015,25175,Chía,No Oficial,Prejardín-Jardín,1543
Matriculados,2015,25175,Chía,No Oficial,Transición,995
Matriculados,2015,25175,Chía,No Oficial,Primaria,5654
Matriculados,2015,25175,Chía,No Oficial,Secundaria,4815
Matriculados,2015,25175,Chía,No Oficial,Media,2478
Matriculados,2015,25175,Chía,No Oficial,Total,15485
Matriculados,2015,25175,Chía,Oficial,Prejardín-Jardín,0
Matriculados,2015,25175,Chía,Oficial,Transición,894
Matriculados,2015,25175,Chía,Oficial,Primaria,5619
Matriculados,2015,25175,Chía,Oficial,Secundaria,4855
Matriculados,2015,25175,Chía,Oficial,Media,1678
Matriculados,2015,25175,Chía,Oficial,Total,13046
Matriculados,2015,25126,Cajicá,No Oficial,Prejardín-Jardín,697
Matriculados,2015,25126,Cajicá,No Oficial,Transición,505
Matriculados,2015,25126,Cajicá,No Oficial,Primaria,2490
Matriculados,2015,25126,Cajicá,No Oficial,Secundaria,1517
Matriculados,2015,25126,Cajicá,No Oficial,Media,631
Matriculados,2015,25126,Cajicá,No Oficial,Total,5840
Matriculados,2015,25200,Cogua,No Oficial,Prejardín-Jardín,57
Matriculados,2015,25200,Cogua,No Oficial,Transición,64
Matriculados,2015,25200,Cogua,No Oficial,Primaria,354
Matriculados,2015,25200,Cogua,No Oficial,Secundaria,259
Matriculados,2015,25200,Cogua,No Oficial,Media,100
Matriculados,2015,25200,Cogua,No Oficial,Total,834
Matriculados,2015,25214,Cota,No Oficial,Prejardín-Jardín,663
Matriculados,2015,25214,Cota,No Oficial,Transición,752
Matriculados,2015,25214,Cota,No Oficial,Primaria,4562
Matriculados,2015,25214,Cota,No Oficial,Secundaria,2989
Matriculados,2015,25214,Cota,No Oficial,Media,1156
Matriculados,2015,25214,Cota,No Oficial,Total,10122
Matriculados,2015,25295,Gachancipá,No Oficial,Prejardín-Jardín,65
Matriculados,2015,25295,Gachancipá,No Oficial,Transición,60
Matriculados,2015,25295,Gachancipá,No Oficial,Primaria,286
Matriculados,2015,25295,Gachancipá,No Oficial,Secundaria,108
Matriculados,2015,25295,Gachancipá,No Oficial,Media,50
Matriculados,2015,25295,Gachancipá,No Oficial,Total,569
Matriculados,2015,25486,Nemocón,No Oficial,Prejardín-Jardín,50
Matriculados,2015,25486,Nemocón,No Oficial,Transición,48
Matriculados,2015,25486,Nemocón,No Oficial,Primaria,264
Matriculados,2015,25486,Nemocón,No Oficial,Secundaria,300
Matriculados,2015,25486,Nemocón,No Oficial,Media,103
Matriculados,2015,25486,Nemocón,No Oficial,Total,765
Matriculados,2015,25758,Sopó,No Oficial,Prejardín-Jardín,274
Matriculados,2015,25758,Sopó,No Oficial,Transición,190
Matriculados,2015,25758,Sopó,No Oficial,Primaria,636
Matriculados,2015,25758,Sopó,No Oficial,Secundaria,388
Matriculados,2015,25758,Sopó,No Oficial,Media,135
Matriculados,2015,25758,Sopó,No Oficial,Total,1623
Matriculados,2015,25785,Tabio,No Oficial,Prejardín-Jardín,174
Matriculados,2015,25785,Tabio,No Oficial,Transición,145
Matriculados,2015,25785,Tabio,No Oficial,Primaria,513
Matriculados,2015,25785,Tabio,No Oficial,Secundaria,302
Matriculados,2015,25785,Tabio,No Oficial,Media,149
Matriculados,2015,25785,Tabio,No Oficial,Total,1283
Matriculados,2015,25799,Tenjo,No Oficial,Prejardín-Jardín,199
Matriculados,2015,25799,Tenjo,No Oficial,Transición,276
Matriculados,2015,25799,Tenjo,No Oficial,Primaria,1811
Matriculados,2015,25799,Tenjo,No Oficial,Secundaria,1467
Matriculados,2015,25799,Tenjo,No Oficial,Media,602
Matriculados,2015,25799,Tenjo,No Oficial,Total,4355
Matriculados,2015,25817,Tocancipá,No Oficial,Prejardín-Jardín,153
Matriculados,2015,25817,Tocancipá,No Oficial,Transición,154
Matriculados,2015,25817,Tocancipá,No Oficial,Primaria,653
Matriculados,2015,25817,Tocancipá,No Oficial,Secundaria,403
Matriculados,2015,25817,Tocancipá,No Oficial,Media,110
Matriculados,2015,25817,Tocancipá,No Oficial,Total,1473
Matriculados,2015,25126,Cajicá,Oficial,Prejardín-Jardín,0
Matriculados,2015,25126,Cajicá,Oficial,Transición,597
Matriculados,2015,25126,Cajicá,Oficial,Primaria,3372
Matriculados,2015,25126,Cajicá,Oficial,Secundaria,2885
Matriculados,2015,25126,Cajicá,Oficial,Media,1057
Matriculados,2015,25126,Cajicá,Oficial,Total,7911
Matriculados,2015,25200,Cogua,Oficial,Prejardín-Jardín,0
Matriculados,2015,25200,Cogua,Oficial,Transición,236
Matriculados,2015,25200,Cogua,Oficial,Primaria,1386
Matriculados,2015,25200,Cogua,Oficial,Secundaria,1335
Matriculados,2015,25200,Cogua,Oficial,Media,377
Matriculados,2015,25200,Cogua,Oficial,Total,3334
Matriculados,2015,25214,Cota,Oficial,Prejardín-Jardín,0
Matriculados,2015,25214,Cota,Oficial,Transición,208
Matriculados,2015,25214,Cota,Oficial,Primaria,1312
Matriculados,2015,25214,Cota,Oficial,Secundaria,1113
Matriculados,2015,25214,Cota,Oficial,Media,508
Matriculados,2015,25214,Cota,Oficial,Total,3141
Matriculados,2015,25295,Gachancipá,Oficial,Prejardín-Jardín,0
Matriculados,2015,25295,Gachancipá,Oficial,Transición,166
Matriculados,2015,25295,Gachancipá,Oficial,Primaria,982
Matriculados,2015,25295,Gachancipá,Oficial,Secundaria,584
Matriculados,2015,25295,Gachancipá,Oficial,Media,196
Matriculados,2015,25295,Gachancipá,Oficial,Total,1928
Matriculados,2015,25486,Nemocón,Oficial,Prejardín-Jardín,0
Matriculados,2015,25486,Nemocón,Oficial,Transición,179
Matriculados,2015,25486,Nemocón,Oficial,Primaria,1115
Matriculados,2015,25486,Nemocón,Oficial,Secundaria,873
Matriculados,2015,25486,Nemocón,Oficial,Media,352
Matriculados,2015,25486,Nemocón,Oficial,Total,2519
Matriculados,2015,25758,Sopó,Oficial,Prejardín-Jardín,0
Matriculados,2015,25758,Sopó,Oficial,Transición,326
Matriculados,2015,25758,Sopó,Oficial,Primaria,1622
Matriculados,2015,25758,Sopó,Oficial,Secundaria,1607
Matriculados,2015,25758,Sopó,Oficial,Media,545
Matriculados,2015,25758,Sopó,Oficial,Total,4100
Matriculados,2015,25785,Tabio,Oficial,Prejardín-Jardín,0
Matriculados,2015,25785,Tabio,Oficial,Transición,194
Matriculados,2015,25785,Tabio,Oficial,Primaria,1147
Matriculados,2015,25785,Tabio,Oficial,Secundaria,1113
Matriculados,2015,25785,Tabio,Oficial,Media,402
Matriculados,2015,25785,Tabio,Oficial,Total,2856
Matriculados,2015,25799,Tenjo,Oficial,Prejardín-Jardín,0
Matriculados,2015,25799,Tenjo,Oficial,Transición,285
Matriculados,2015,25799,Tenjo,Oficial,Primaria,1373
Matriculados,2015,25799,Tenjo,Oficial,Secundaria,1139
Matriculados,2015,25799,Tenjo,Oficial,Media,392
Matriculados,2015,25799,Tenjo,Oficial,Total,3189
Matriculados,2015,25817,Tocancipá,Oficial,Prejardín-Jardín,0
Matriculados,2015,25817,Tocancipá,Oficial,Transición,512
Matriculados,2015,25817,Tocancipá,Oficial,Primaria,3018
Matriculados,2015,25817,Tocancipá,Oficial,Secundaria,2374
Matriculados,2015,25817,Tocancipá,Oficial,Media,810
Matriculados,2015,25817,Tocancipá,Oficial,Total,6714
Matriculados,2015,25899,Zipaquirá,No Oficial,Prejardín-Jardín,917
Matriculados,2015,25899,Zipaquirá,No Oficial,Transición,976
Matriculados,2015,25899,Zipaquirá,No Oficial,Primaria,4089
Matriculados,2015,25899,Zipaquirá,No Oficial,Secundaria,2242
Matriculados,2015,25899,Zipaquirá,No Oficial,Media,894
Matriculados,2015,25899,Zipaquirá,No Oficial,Total,9118
Matriculados,2015,25899,Zipaquirá,Oficial,Prejardín-Jardín,0
Matriculados,2015,25899,Zipaquirá,Oficial,Transición,992
Matriculados,2015,25899,Zipaquirá,Oficial,Primaria,6142
Matriculados,2015,25899,Zipaquirá,Oficial,Secundaria,5933
Matriculados,2015,25899,Zipaquirá,Oficial,Media,2205
Matriculados,2015,25899,Zipaquirá,Oficial,Total,15272
Matriculados,2016,25175,Chía,No Oficial,Prejardín-Jardín,1422
Matriculados,2016,25175,Chía,No Oficial,Transición,968
Matriculados,2016,25175,Chía,No Oficial,Primaria,5732
Matriculados,2016,25175,Chía,No Oficial,Secundaria,5073
Matriculados,2016,25175,Chía,No Oficial,Media,2244
Matriculados,2016,25175,Chía,No Oficial,Total,15439
Matriculados,2016,25175,Chía,Oficial,Prejardín-Jardín,0
Matriculados,2016,25175,Chía,Oficial,Transición,948
Matriculados,2016,25175,Chía,Oficial,Primaria,5788
Matriculados,2016,25175,Chía,Oficial,Secundaria,4887
Matriculados,2016,25175,Chía,Oficial,Media,1738
Matriculados,2016,25175,Chía,Oficial,Total,13361
Matriculados,2016,25486,Nemocón,Oficial,Prejardín-Jardín,0
Matriculados,2016,25486,Nemocón,Oficial,Transición,206
Matriculados,2016,25486,Nemocón,Oficial,Primaria,1122
Matriculados,2016,25486,Nemocón,Oficial,Secundaria,837
Matriculados,2016,25486,Nemocón,Oficial,Media,309
Matriculados,2016,25486,Nemocón,Oficial,Total,2474
Matriculados,2016,25295,Gachancipá,Oficial,Prejardín-Jardín,0
Matriculados,2016,25295,Gachancipá,Oficial,Transición,148
Matriculados,2016,25295,Gachancipá,Oficial,Primaria,1064
Matriculados,2016,25295,Gachancipá,Oficial,Secundaria,631
Matriculados,2016,25295,Gachancipá,Oficial,Media,205
Matriculados,2016,25295,Gachancipá,Oficial,Total,2048
Matriculados,2016,25758,Sopó,Oficial,Prejardín-Jardín,0
Matriculados,2016,25758,Sopó,Oficial,Transición,277
Matriculados,2016,25758,Sopó,Oficial,Primaria,1653
Matriculados,2016,25758,Sopó,Oficial,Secundaria,1483
Matriculados,2016,25758,Sopó,Oficial,Media,568
Matriculados,2016,25758,Sopó,Oficial,Total,3981
Matriculados,2016,25799,Tenjo,Oficial,Prejardín-Jardín,0
Matriculados,2016,25799,Tenjo,Oficial,Transición,241
Matriculados,2016,25799,Tenjo,Oficial,Primaria,1370
Matriculados,2016,25799,Tenjo,Oficial,Secundaria,1117
Matriculados,2016,25799,Tenjo,Oficial,Media,380
Matriculados,2016,25799,Tenjo,Oficial,Total,3108
Matriculados,2016,25785,Tabio,Oficial,Prejardín-Jardín,0
Matriculados,2016,25785,Tabio,Oficial,Transición,183
Matriculados,2016,25785,Tabio,Oficial,Primaria,1130
Matriculados,2016,25785,Tabio,Oficial,Secundaria,1022
Matriculados,2016,25785,Tabio,Oficial,Media,418
Matriculados,2016,25785,Tabio,Oficial,Total,2753
Matriculados,2016,25817,Tocancipá,Oficial,Prejardín-Jardín,0
Matriculados,2016,25817,Tocancipá,Oficial,Transición,391
Matriculados,2016,25817,Tocancipá,Oficial,Primaria,3056
Matriculados,2016,25817,Tocancipá,Oficial,Secundaria,2360
Matriculados,2016,25817,Tocancipá,Oficial,Media,866
Matriculados,2016,25817,Tocancipá,Oficial,Total,6673
Matriculados,2016,25200,Cogua,Oficial,Prejardín-Jardín,0
Matriculados,2016,25200,Cogua,Oficial,Transición,219
Matriculados,2016,25200,Cogua,Oficial,Primaria,1379
Matriculados,2016,25200,Cogua,Oficial,Secundaria,1250
Matriculados,2016,25200,Cogua,Oficial,Media,441
Matriculados,2016,25200,Cogua,Oficial,Total,3289
Matriculados,2016,25214,Cota,Oficial,Prejardín-Jardín,0
Matriculados,2016,25214,Cota,Oficial,Transición,189
Matriculados,2016,25214,Cota,Oficial,Primaria,1254
Matriculados,2016,25214,Cota,Oficial,Secundaria,1082
Matriculados,2016,25214,Cota,Oficial,Media,470
Matriculados,2016,25214,Cota,Oficial,Total,2995
Matriculados,2016,25126,Cajicá,Oficial,Prejardín-Jardín,0
Matriculados,2016,25126,Cajicá,Oficial,Transición,560
Matriculados,2016,25126,Cajicá,Oficial,Primaria,3388
Matriculados,2016,25126,Cajicá,Oficial,Secundaria,2901
Matriculados,2016,25126,Cajicá,Oficial,Media,1030
Matriculados,2016,25126,Cajicá,Oficial,Total,7879
Matriculados,2016,25758,Sopó,No Oficial,Prejardín-Jardín,275
Matriculados,2016,25758,Sopó,No Oficial,Transición,163
Matriculados,2016,25758,Sopó,No Oficial,Primaria,677
Matriculados,2016,25758,Sopó,No Oficial,Secundaria,377
Matriculados,2016,25758,Sopó,No Oficial,Media,121
Matriculados,2016,25758,Sopó,No Oficial,Total,1613
Matriculados,2016,25785,Tabio,No Oficial,Prejardín-Jardín,144
Matriculados,2016,25785,Tabio,No Oficial,Transición,126
Matriculados,2016,25785,Tabio,No Oficial,Primaria,548
Matriculados,2016,25785,Tabio,No Oficial,Secundaria,321
Matriculados,2016,25785,Tabio,No Oficial,Media,122
Matriculados,2016,25785,Tabio,No Oficial,Total,1261
Matriculados,2016,25799,Tenjo,No Oficial,Prejardín-Jardín,173
Matriculados,2016,25799,Tenjo,No Oficial,Transición,233
Matriculados,2016,25799,Tenjo,No Oficial,Primaria,1810
Matriculados,2016,25799,Tenjo,No Oficial,Secundaria,1467
Matriculados,2016,25799,Tenjo,No Oficial,Media,553
Matriculados,2016,25799,Tenjo,No Oficial,Total,4236
Matriculados,2016,25817,Tocancipá,No Oficial,Prejardín-Jardín,152
Matriculados,2016,25817,Tocancipá,No Oficial,Transición,148
Matriculados,2016,25817,Tocancipá,No Oficial,Primaria,718
Matriculados,2016,25817,Tocancipá,No Oficial,Secundaria,461
Matriculados,2016,25817,Tocancipá,No Oficial,Media,135
Matriculados,2016,25817,Tocancipá,No Oficial,Total,1614
Matriculados,2016,25295,Gachancipá,No Oficial,Prejardín-Jardín,82
Matriculados,2016,25295,Gachancipá,No Oficial,Transición,56
Matriculados,2016,25295,Gachancipá,No Oficial,Primaria,305
Matriculados,2016,25295,Gachancipá,No Oficial,Secundaria,116
Matriculados,2016,25295,Gachancipá,No Oficial,Media,42
Matriculados,2016,25295,Gachancipá,No Oficial,Total,601
Matriculados,2016,25200,Cogua,No Oficial,Prejardín-Jardín,67
Matriculados,2016,25200,Cogua,No Oficial,Transición,81
Matriculados,2016,25200,Cogua,No Oficial,Primaria,360
Matriculados,2016,25200,Cogua,No Oficial,Secundaria,278
Matriculados,2016,25200,Cogua,No Oficial,Media,109
Matriculados,2016,25200,Cogua,No Oficial,Total,895
Matriculados,2016,25214,Cota,No Oficial,Prejardín-Jardín,678
Matriculados,2016,25214,Cota,No Oficial,Transición,713
Matriculados,2016,25214,Cota,No Oficial,Primaria,4781
Matriculados,2016,25214,Cota,No Oficial,Secundaria,3087
Matriculados,2016,25214,Cota,No Oficial,Media,1146
Matriculados,2016,25214,Cota,No Oficial,Total,10405
Matriculados,2016,25126,Cajicá,No Oficial,Prejardín-Jardín,549
Matriculados,2016,25126,Cajicá,No Oficial,Transición,527
Matriculados,2016,25126,Cajicá,No Oficial,Primaria,2510
Matriculados,2016,25126,Cajicá,No Oficial,Secundaria,1516
Matriculados,2016,25126,Cajicá,No Oficial,Media,606
Matriculados,2016,25126,Cajicá,No Oficial,Total,5708
Matriculados,2016,25486,Nemocón,No Oficial,Prejardín-Jardín,80
Matriculados,2016,25486,Nemocón,No Oficial,Transición,39
Matriculados,2016,25486,Nemocón,No Oficial,Primaria,256
Matriculados,2016,25486,Nemocón,No Oficial,Secundaria,369
Matriculados,2016,25486,Nemocón,No Oficial,Media,108
Matriculados,2016,25486,Nemocón,No Oficial,Total,852
Matriculados,2016,25899,Zipaquirá,Oficial,Prejardín-Jardín,0
Matriculados,2016,25899,Zipaquirá,Oficial,Transición,928
Matriculados,2016,25899,Zipaquirá,Oficial,Primaria,6194
Matriculados,2016,25899,Zipaquirá,Oficial,Secundaria,5786
Matriculados,2016,25899,Zipaquirá,Oficial,Media,2160
Matriculados,2016,25899,Zipaquirá,Oficial,Total,15068
Matriculados,2016,25899,Zipaquirá,No Oficial,Prejardín-Jardín,1065
Matriculados,2016,25899,Zipaquirá,No Oficial,Transición,936
Matriculados,2016,25899,Zipaquirá,No Oficial,Primaria,4464
Matriculados,2016,25899,Zipaquirá,No Oficial,Secundaria,2188
Matriculados,2016,25899,Zipaquirá,No Oficial,Media,922
Matriculados,2016,25899,Zipaquirá,No Oficial,Total,9575
Matriculados,2017,25126,Cajicá,No oficial,Prejardín-Jardín,496
Matriculados,2017,25126,Cajicá,No oficial,Transición,496
Matriculados,2017,25126,Cajicá,No oficial,Primaria,2680
Matriculados,2017,25126,Cajicá,No oficial,Secundaria,1634
Matriculados,2017,25126,Cajicá,No oficial,Media,687
Matriculados,2017,25126,Cajicá,No oficial,Total,5993
Matriculados,2017,25175,Chía,No oficial,Prejardín-Jardín,1385
Matriculados,2017,25175,Chía,No oficial,Transición,972
Matriculados,2017,25175,Chía,No oficial,Primaria,5855
Matriculados,2017,25175,Chía,No oficial,Secundaria,5089
Matriculados,2017,25175,Chía,No oficial,Media,2232
Matriculados,2017,25175,Chía,No oficial,Total,15533
Matriculados,2017,25200,Cogua,No oficial,Prejardín-Jardín,82
Matriculados,2017,25200,Cogua,No oficial,Transición,82
Matriculados,2017,25200,Cogua,No oficial,Primaria,404
Matriculados,2017,25200,Cogua,No oficial,Secundaria,268
Matriculados,2017,25200,Cogua,No oficial,Media,118
Matriculados,2017,25200,Cogua,No oficial,Total,954
Matriculados,2017,25214,Cota,No oficial,Prejardín-Jardín,628
Matriculados,2017,25214,Cota,No oficial,Transición,726
Matriculados,2017,25214,Cota,No oficial,Primaria,4894
Matriculados,2017,25214,Cota,No oficial,Secundaria,3288
Matriculados,2017,25214,Cota,No oficial,Media,1166
Matriculados,2017,25214,Cota,No oficial,Total,10702
Matriculados,2017,25295,Gachancipá,No oficial,Prejardín-Jardín,132
Matriculados,2017,25295,Gachancipá,No oficial,Transición,78
Matriculados,2017,25295,Gachancipá,No oficial,Primaria,375
Matriculados,2017,25295,Gachancipá,No oficial,Secundaria,121
Matriculados,2017,25295,Gachancipá,No oficial,Media,42
Matriculados,2017,25295,Gachancipá,No oficial,Total,748
Matriculados,2017,25486,Nemocón,No oficial,Prejardín-Jardín,83
Matriculados,2017,25486,Nemocón,No oficial,Transición,64
Matriculados,2017,25486,Nemocón,No oficial,Primaria,279
Matriculados,2017,25486,Nemocón,No oficial,Secundaria,316
Matriculados,2017,25486,Nemocón,No oficial,Media,89
Matriculados,2017,25486,Nemocón,No oficial,Total,831
Matriculados,2017,25758,Sopó,No oficial,Prejardín-Jardín,310
Matriculados,2017,25758,Sopó,No oficial,Transición,150
Matriculados,2017,25758,Sopó,No oficial,Primaria,735
Matriculados,2017,25758,Sopó,No oficial,Secundaria,429
Matriculados,2017,25758,Sopó,No oficial,Media,171
Matriculados,2017,25758,Sopó,No oficial,Total,1795
Matriculados,2017,25785,Tabio,No oficial,Prejardín-Jardín,202
Matriculados,2017,25785,Tabio,No oficial,Transición,138
Matriculados,2017,25785,Tabio,No oficial,Primaria,628
Matriculados,2017,25785,Tabio,No oficial,Secundaria,349
Matriculados,2017,25785,Tabio,No oficial,Media,140
Matriculados,2017,25785,Tabio,No oficial,Total,1457
Matriculados,2017,25799,Tenjo,No oficial,Prejardín-Jardín,157
Matriculados,2017,25799,Tenjo,No oficial,Transición,231
Matriculados,2017,25799,Tenjo,No oficial,Primaria,1869
Matriculados,2017,25799,Tenjo,No oficial,Secundaria,1397
Matriculados,2017,25799,Tenjo,No oficial,Media,641
Matriculados,2017,25799,Tenjo,No oficial,Total,4295
Matriculados,2017,25817,Tocancipá,No oficial,Prejardín-Jardín,131
Matriculados,2017,25817,Tocancipá,No oficial,Transición,174
